id,sku,skuRemake,skuNumeric,gender,msrp
1548,FP65201-Brown/D.Brown,"FP65201,Brown/D.Brown",65201,MEN,
294,FP65201-D.Brown,"FP65201,D.Brown",65201,MEN,
1549,FP65201-Tan,"FP65201,Tan",65201,MEN,
1550,FP65201-Tan/Brown,"FP65201,Tan/Brown",65201,MEN,
1551,FP65201-Tan/D.Brown,"FP65201,Tan/D.Brown",65201,MEN,
1049,FP65202-Black/Black,"FP65202,Black/Black",65202,MEN,
1552,FP65202-Brown,"FP65202,Brown",65202,MEN,
1553,Fp65202-Brown/D.Brown,"Fp65202,Brown/D.Brown",65202,MEN,
483,FP65202-D.Brown/D.Brown,"FP65202,D.Brown/D.Brown",65202,MEN,
358,FP65202-Tan/Brown,"FP65202,Tan/Brown",65202,MEN,
1554,FP65202-Tan/Camel,"FP65202,Tan/Camel",65202,MEN,
1555,FP65202-Tan/D.Brown,"FP65202,Tan/D.Brown",65202,MEN,
1638,FP84813-Brown,"FP84813,Brown",84813,MEN,
1669,FP86812-Brown/Tan,"FP86812,Brown/Tan",86812,MEN,
1670,FP86812-D.Brown,"FP86812,D.Brown",86812,MEN,
1671,FP86812-Tan/D.Brown,"FP86812,Tan/D.Brown",86812,MEN,
1688,FP91227-Tan,"FP91227,Tan",91227,MEN,
1896,Fp95504-Maroon,"Fp95504,Maroon",95504,MEN,
611,FP95925-Tan,"FP95925,Tan",95925,MEN,
204,FT28202-Maroon,"FT28202,Maroon",28202,MEN,
1279,FT28208-Maroon,"FT28208,Maroon",28208,MEN,
262,FT28208-Maroon/D.Brown,"FT28208,Maroon/D.Brown",28208,MEN,
1280,FT28208-Tan/D.Brown,"FT28208,Tan/D.Brown",28208,MEN,
1281,FT28208-Tan/Maroon,"FT28208,Tan/Maroon",28208,MEN,
1644,FX85408-R.Tan,"FX85408,R.Tan",85408,MEN,
1853,FZ95218-Tan/TanBtk,"FZ95218,Tan/TanBtk",95218,MEN,
1890,FZ95413-D.Brown,"FZ95413,D.Brown",95413,MEN,
1390,G58202-L.Brown,"G58202,L.Brown",58202,MEN,
1706,G91524-L.Brown/Brown,"G91524,L.Brown/Brown",91524,MEN,
1707,G91524-L.Brown/D.Brown,"G91524,L.Brown/D.Brown",91524,MEN,
1583,GS75201-Brown,"GS75201,Brown",75201,MEN,
1584,GS75204-D.Brown,"GS75204,D.Brown",75204,MEN,
733,K01902-Nuss/Coffee,"K01902,Nuss/Coffee",01902,MEN,
1062,K01903-D.Brown,"K01903,D.Brown",01903,MEN,
642,K02412ST-D.Brown,"K02412ST,D.Brown",02412ST,MEN,
150,K02804-Brown,"K02804,Brown",02804,MEN,
663,K02804-Nuss/D.Brown,"K02804,Nuss/D.Brown",02804,MEN,
1159,K06901-Nuss/Black,"K06901,Nuss/Black",06901,MEN,
1179,K11502-Black,"K11502,Black",11502,MEN,
491,K11503-Black,"K11503,Black",11503,MEN,
34,K11503-Brown/Nuss,"K11503,Brown/Nuss",11503,MEN,
295,K11503-D.Brown/Camel,"K11503,D.Brown/Camel",11503,MEN,
331,K14402-D.Brown,"K14402,D.Brown",14402,MEN,
645,K14403-D.Brown,"K14403,D.Brown",14403,MEN,
1217,K15103-Black,"K15103,Black",15103,MEN,
1084,K15104-Black,"K15104,Black",15104,MEN,
554,K15205-Black,"K15205,Black",15205,MEN,
1223,K15205-Nuss,"K15205,Nuss",15205,MEN,
1224,K15211-Brown,"K15211,Brown",15211,MEN,
202,K15222-Brown,"K15222,Brown",15222,MEN,
1236,K15253-Black,"K15253,Black",15253,MEN,
701,K15258-Black,"K15258,Black",15258,MEN,
1244,K15258-D.Brown,"K15258,D.Brown",15258,MEN,
1245,K15258-D.Brown/Brown,"K15258,D.Brown/Brown",15258,MEN,
537,K15601-Black/Black,"K15601,Black/Black",15601,MEN,
1253,K15610-Black,"K15610,Black",15610,MEN,
1257,K15702-L.Brown,"K15702,L.Brown",15702,MEN,
1286,K30809-Black/Grey,"K30809,Black/Grey",30809,MEN,
1289,K31201-Black,"K31201,Black",31201,MEN,
405,K31250-Black,"K31250,Black",31250,MEN,
1300,K31603-Black,"K31603,Black",31603,MEN,
1110,K40202-Black,"K40202,Black",40202,MEN,
507,K41202-Black,"K41202,Black",41202,MEN,
462,K41202-D.Brown/Black,"K41202,D.Brown/Black",41202,MEN,
1320,K45218-Black,"K45218,Black",45218,MEN,
751,K45218ST-Black,"K45218ST,Black",45218ST,MEN,
1323,K45409-Black,"K45409,Black",45409,MEN,
1324,K45409-D.Brown,"K45409,D.Brown",45409,MEN,
272,K45409ST-Black,"K45409ST,Black",45409ST,MEN,
160,K45409ST-D.Brown,"K45409ST,D.Brown",45409ST,MEN,
1357,K54206-Black,"K54206,Black",54206,MEN,
1369,K55143-Black,"K55143,Black",55143,MEN,
1083,K56601-Black,"K56601,Black",56601,MEN,
1387,K56601-D.Brown,"K56601,D.Brown",56601,MEN,
795,K56601-Maroon,"K56601,Maroon",56601,MEN,
1388,K57602-Maroon,"K57602,Maroon",57602,MEN,
796,K57602-Marron,"K57602,Maroon",57602,MEN,
1109,K59101-Black,"K59101,Black",59101,MEN,
768,K59101-D.Brown,"K59101,D.Brown",59101,MEN,
1415,K59209-Black,"K59209,Black",59209,MEN,
871,K59211-Black,"K59211,Black",59211,MEN,
1420,K59211-Brown,"K59211,Brown",59211,MEN,
763,K59211-D.Brown,"K59211,D.Brown",59211,MEN,
823,K59301-Black,"K59301,Black",59301,MEN,
1432,K59302-Black,"K59302,Black",59302,MEN,
245,K59401-D.Brown,"K59401,D.Brown",59401,MEN,
307,K59401-Nuss,"K59401,Nuss",59401,MEN,
1435,K59501-Black,"K59501,Black",59501,MEN,
1436,K59501-Nuss,"K59501,Nuss",59501,MEN,
310,K59601-Black,"K59601,Black",59601,MEN,
1024,K59601-D.Brown,"K59601,D.Brown",59601,MEN,
1451,K63104-R.Brown,"K63104,R.Brown",63104,MEN,
1468,K64117-Brown,"K64117,Brown",64117,MEN,
1469,K64117-D.Brown,"K64117,D.Brown",64117,MEN,
1474,K64120-Black,"K64120,Black",64120,MEN,
640,K64121-Black,"K64121,Black",64121,MEN,
30,K64121-D.Brown,"K64121,D.Brown",64121,MEN,
1111,K64122-Black,"K64122,Black",64122,MEN,
1482,K64122-D.Brown,"K64122,D.Brown",64122,MEN,
1486,K64126-D.Brown/Tan,"K64126,D.Brown/Tan",64126,MEN,
1091,K64130-Brown,"K64130,Brown",64130,MEN,
677,K64211-Black,"K64211,Black",64211,MEN,
279,K64211-D.Brown,"K64211,D.Brown",64211,MEN,
1494,K64215-Nuss,"K64215,Nuss",64215,MEN,
1504,K64222-Nuss,"K64222,Nuss",64222,MEN,
183,K64501-D.Brown,"K64501,D.Brown",64501,MEN,
1508,K64601-D.Brown,"K64601,D.Brown",64601,MEN,
370,K64601-D.Brown/D.Brown,"K64601,D.Brown/D.Brown",64601,MEN,
1085,K64602-Black,"K64602,Black",64602,MEN,
53,K64602-Copper,"K64602,Copper",64602,MEN,
816,K64602-D.Brown,"K64602,D.Brown",64602,MEN,
818,K64602-L.Brown,"K64602,L.Brown",64602,MEN,
1511,K64602-Maroon,"K64602,Maroon",64602,MEN,
1522,K64605-Black/Blackbtk,"K64605,Black/BlackBtk",64605,MEN,
1086,K64605-Black/BlackBtk,"K64605,Black/BlackBtk",64605,MEN,
1523,K64605-Brown/BrownBtk,"K64605,Brown/BrownBtk",64605,MEN,
542,K64605-Copper/CopperBtk,"K64605,Copper/CopperBtk",64605,MEN,
1524,K64605-D.Brown/D.BrownBtk,"K64605,D.Brown/D.BrownBtk",64605,MEN,
815,K65101-Black,"K65101,Black",65101,MEN,
1525,K65101-Nuss,"K65101,Nuss",65101,MEN,
1026,K65107-Black,"K65107,Black",65107,MEN,
1534,K65108-Black,"K65108,Black",65108,MEN,
1539,K65112-Black,"K65112,Black",65112,MEN,
1556,K65202-Black,"K65202,Black",65202,MEN,
828,K65301-Black,"K65301,Black",65301,MEN,
139,K65301-D.Brown,"K65301,D.Brown",65301,MEN,
1107,K65301-Nuss,"K65301,Nuss",65301,MEN,
718,K65401-Black,"K65401,Black",65401,MEN,
911,K65601-Black,"K65601,Black",65601,MEN,
912,K65601-D.Brown,"K65601,D.Brown",65601,MEN,
1559,K68201-Black,"K68201,Black",68201,MEN,
1068,K68206-Black,"K68206,Black",68206,MEN,
1561,K68207-Black,"K68207,Black",68207,MEN,
986,K68208-Black,"K68208,Black",68208,MEN,
985,K68209-Black,"K68209,Black",68209,MEN,
112,K69201-Black,"K69201,Black",69201,MEN,
589,K69201-Tan,"K69201,Tan",69201,MEN,
113,K69202-Black,"K69202,Black",69202,MEN,
455,K69203-Black,"K69203,Black",69203,MEN,
1570,K70201-Brown,"K70201,Brown",70201,MEN,
1571,K70203-Brown,"K70203,Brown",70203,MEN,
1067,K71118-Black,"K71118,Black",71118,MEN,
570,K72301-Black,"K72301,Black",72301,MEN,
557,K74201-Black,"K74201,Black",74201,MEN,
1592,K83227-Nuss,"K83227,Nuss",83227,MEN,
1601,K83248-Nuss,"K83248,Nuss",83248,MEN,
505,K83251-Black,"K83251,Black",83251,MEN,
925,K83251-Nuss,"K83251,Nuss",83251,MEN,
263,K83260-Black,"K83260,Black",83260,MEN,
531,K83260-D.Brown,"K83260,D.Brown",83260,MEN,
431,K83260-Nuss,"K83260,Nuss",83260,MEN,
590,K83260-Tan,"K83260,Tan",83260,MEN,
1610,K83632-Black,"K83632,Black",83632,MEN,
1611,K83633-Nuss/D.Brown,"K83633,Nuss/D.Brown",83633,MEN,
1620,K83646-Black,"K83646,Black",83646,MEN,
666,K83646-Black/Black,"K83646,Black/Black",83646,MEN,
1625,K84234-Nuss,"K84234,Nuss",84234,MEN,
1633,K84244-D.Brown,"K84244,D.Brown",84244,MEN,
1635,K84648-Black,"K84648,Black",84648,MEN,
1651,K86224-Black,"K86224,Black",86224,MEN,
1653,K86227-Nuss,"K86227,Nuss",86227,MEN,
396,K86235-Black,"K86235,Black",86235,MEN,
1657,K86235-Nuss,"K86235,Nuss",86235,MEN,
1664,K86625-Black,"K86625,Black",86625,MEN,
1673,K90202-Black,"K90202,Black",90202,MEN,
1674,K90202-D.Brown,"K90202,D.Brown",90202,MEN,
1675,K90202-Nuss,"K90202,Nuss",90202,MEN,
1676,K90203-Black,"K90203,Black",90203,MEN,
1677,K90203-Camel,"K90203,Camel",90203,MEN,
1682,K90606-D.Brown,"K90606,D.Brown",90606,MEN,
1685,K90806-L.Brown/Nuss,"K90806,L.Brown/Nuss",90806,MEN,
1686,K90806-Nuss/L.Brown,"K90806,Nuss/L.Brown",90806,MEN,
1704,K91424-Nuss/Coffee,"K91424,Nuss/Coffee",91424,MEN,
1708,K91524-Nuss/Brown,"K91524,Nuss/Brown",91524,MEN,
978,K91712-Brown,"K91712,Brown",91712,MEN,
1719,K92201-Nuss,"K92201,Nuss",92201,MEN,
1721,K92204-D.Brown,"K92204,D.Brown",92204,MEN,
1722,K92204-Nuss/Black,"K92204,Nuss/Black",92204,MEN,
1059,K92207-Black,"K92207,Black",92207,MEN,
291,K92207-Brown,"K92207,Brown",92207,MEN,
513,K92207-D.Brown/Black,"K92207,D.Brown/Black",92207,MEN,
1725,K92211-D.Brown/Black,"K92211,D.Brown/Black",92211,MEN,
1727,K92215-Black,"K92215,Black",92215,MEN,
918,K92216-Black,"K92216,Black",92216,MEN,
305,K92250-Black,"K92250,Black",92250,MEN,
1751,K92250-Brown,"K92250,Brown",92250,MEN,
306,K92250-D.Brown,"K92250,D.Brown",92250,MEN,
282,K92250-Nuss,"K92250,Nuss",92250,MEN,
1753,K92254-D.Brown,"K92254,D.Brown",92254,MEN,
1754,K92254-L.Brown,"K92254,L.Brown",92254,MEN,
1760,K92305-Black,"K92305,Black",92305,MEN,
982,K92402-D.Brown/Black,"K92402,D.Brown/Black",92402,MEN,
678,K92406-Nuss,"K92406,Nuss",92406,MEN,
514,K92406-Nuss/Brown,"K92406,Nuss/Brown",92406,MEN,
711,K92635-Black/Black,"K92635,Black/Black",92635,MEN,
700,K93202-Black,"K93202,Black",93202,MEN,
1847,K95206-Black,"K95206,Black",95206,MEN,
1877,K95409-Brown,"K95409,Brown",95409,MEN,
1878,K95409-D.Brown,"K95409,D.Brown",95409,MEN,
37,K95409-Nuss,"K95409,Nuss",95409,MEN,
586,K95925-Black,"K95925,Black",95925,MEN,
522,K98507-Black,"K98507,Black",98507,MEN,
1628,KX84241-Black,"KX84241,Black",84241,MEN,
1629,KX84241-Nuss,"KX84241,Nuss",84241,MEN,
650,KX84649-D.Brown,"KX84649,D.Brown",84649,MEN,
510,KX95409-Brown,"KX95409,Brown",95409,MEN,
1879,KX95409-Nuss,"KX95409,Nuss",95409,MEN,
1904,KX95601-D.Brown/D.Brown,"KX95601,D.Brown/D.Brown",95601,MEN,
856,M01208-Black,"M01208,Black",01208,MEN,
671,M01208-D.Brown,"M01208,D.Brown",01208,MEN,
1125,M01407-Black,"M01407,Black",01407,MEN,
1126,M01407-D.Brown,"M01407,D.Brown",01407,MEN,
1036,M02201-Black/BlackBtk,"M02201,Black/BlackBtk",02201,MEN,
647,M11223-Black,"M11223,Black",11223,MEN,
115,M11223-Camel,"M11223,Camel",11223,MEN,
71,M11223-D.Brown,"M11223,D.Brown",11223,MEN,
1082,M11227-D.Brown,"M11227,D.Brown",11227,MEN,
1166,M11252-Black,"M11252,Black",11252,MEN,
1088,M11252-D.Brown/Black,"M11252,D.Brown/Black",11252,MEN,
1167,M11424-Camel,"M11424,Camel",11424,MEN,
579,M11484-D.Brown,"M11484,D.Brown",11484,MEN,
605,M11485-Black,"M11485,Black",11485,MEN,
607,M11485-Camel,"M11485,Camel",11485,MEN,
1172,M11485-D.Brown,"M11485,D.Brown",11485,MEN,
837,M11486-Tan,"M11486,Tan",11486,MEN,
1174,M11501-D.Brown,"M11501,D.Brown",11501,MEN,
943,M11501-D.Brown/D.Brown,"M11501,D.Brown/D.Brown",11501,MEN,
1175,M11501-Tan/Camel,"M11501,Tan/Camel",11501,MEN,
1176,M11501-Tan/Coffee,"M11501,Tan/Coffee",11501,MEN,
2,M11502-Black,"M11502,Black",11502,MEN,
1180,M11502-Coffee,"M11502,Coffee",11502,MEN,
10,M11502-Coffee/L.Brown,"M11502,Coffee/L.Brown",11502,MEN,
734,M11502-D.Brown/Camel,"M11502,D.Brown/Camel",11502,MEN,
1181,M11502-Tan,"M11502,Tan",11502,MEN,
987,M11502-Tan ,"M11502,Tan",11502,MEN,
289,M11503-Black ,"M11503,Black",11503,MEN,
1185,M11503-Brown/Nuss,"M11503,Brown/Nuss",11503,MEN,
803,M11503-Tan,"M11503,Tan",11503,MEN,
511,M11504-D.Brown/Black,"M11504,D.Brown/Black",11504,MEN,
831,M11504-Tan/D.Brown,"M11504,Tan/D.Brown",11504,MEN,
270,M11505-Black,"M11505,Black",11505,MEN,
1186,M11505-Cognac/Coffee,"M11505,Cognac/Coffee",11505,MEN,
83,M11505-Tan/D.Brown,"M11505,Tan/D.Brown",11505,MEN,
24,M11508-Black,"M11508,Black",11508,MEN,
1198,M11906-Black,"M11906,Black",11906,MEN,
794,M11906-D.Brown/D.Brown,"M11906,D.Brown/D.Brown",11906,MEN,
916,M13202-Black,"M13202,Black",13202,MEN,
536,M13202-Camel,"M13202,Camel",13202,MEN,
550,M14201-Camel,"M14201,Camel",14201,MEN,
1205,M14206-D.Brown,"M14206,D.Brown",14206,MEN,
551,M14207-Camel,"M14207,Camel",14207,MEN,
1207,M14402-Camel,"M14402,Camel",14402,MEN,
552,M14403-Camel/D.Brown,"M14403,Camel/D.Brown",14403,MEN,
547,M14403-D.Brown/Camel,"M14403,D.Brown/Camel",14403,MEN,
1210,M14403-D.Brown/Tan,"M14403,D.Brown/Tan",14403,MEN,
1211,M14403-Tan/D.Brown,"M14403,Tan/D.Brown",14403,MEN,
1212,M14405-D.Brown,"M14405,D.Brown",14405,MEN,
886,M15102-Black,"M15102,Black",15102,MEN,
721,M15102-D.Brown,"M15102,D.Brown",15102,MEN,
553,M15103-Black,"M15103,Black",15103,MEN,
684,M15103-D.Brown,"M15103,D.Brown",15103,MEN,
147,M15104-Black,"M15104,Black",15104,MEN,
452,M15104-Camel,"M15104,Camel",15104,MEN,
1102,M15104-D.Brown,"M15104,D.Brown",15104,MEN,
1219,M15201-Black,"M15201,Black",15201,MEN,
373,M15201-Tan,"M15201,Tan",15201,MEN,
1221,M15203-Nuss,"M15203,Nuss",15203,MEN,
917,M15205-Black,"M15205,Black",15205,MEN,
372,M15205-Camel,"M15205,Camel",15205,MEN,
972,M15210-Black,"M15210,Black",15210,MEN,
1225,M15219-Black,"M15219,Black",15219,MEN,
1226,M15219-Camel,"M15219,Camel",15219,MEN,
729,M15222-Black,"M15222,Black",15222,MEN,
728,M15222-Camel,"M15222,Camel",15222,MEN,
1227,M15225-Black,"M15225,Black",15225,MEN,
1228,M15225-D.Brown,"M15225,D.Brown",15225,MEN,
458,M15226-Black,"M15226,Black",15226,MEN,
1232,M15226-D.Brown,"M15226,D.Brown",15226,MEN,
1233,M15226-Tan,"M15226,Tan",15226,MEN,
453,M15251-Black,"M15251,Black",15251,MEN,
730,M15251-Camel,"M15251,Camel",15251,MEN,
454,M15251-D.Brown,"M15251,D.Brown",15251,MEN,
385,M15253-Black,"M15253,Black",15253,MEN,
1237,M15253-D.Brown,"M15253,D.Brown",15253,MEN,
374,M15253-Tan,"M15253,Tan",15253,MEN,
577,M15255-Black,"M15255,Black",15255,MEN,
1238,M15255-Camel,"M15255,Camel",15255,MEN,
900,M15255-D.Brown,"M15255,D.Brown",15255,MEN,
1239,M15255-Tan,"M15255,Tan",15255,MEN,
1240,M15256-Black,"M15256,Black",15256,MEN,
1241,M15256-Nuss,"M15256,Nuss",15256,MEN,
1242,M15256-R.Brown,"M15256,R.Brown",15256,MEN,
47,M15258-Black,"M15258,Black",15258,MEN,
1246,M15258-Brown,"M15258,Brown",15258,MEN,
1247,M15258-Camel,"M15258,Camel",15258,MEN,
594,M15258-D.Brown,"M15258,D.Brown",15258,MEN,
1248,M15258-Nuss,"M15258,Nuss",15258,MEN,
773,M15258-Tan,"M15258,Tan",15258,MEN,
48,M15601-Black/Black,"M15601,Black/Black",15601,MEN,
1250,M15601-Camel,"M15601,Camel",15601,MEN,
1251,M15601-D.Brown,"M15601,D.Brown",15601,MEN,
788,M15601-Tan,"M15601,Tan",15601,MEN,
1254,M15610-Black,"M15610,Black",15610,MEN,
496,M15610-Black/Black,"M15610,Black/Black",15610,MEN,
347,M15610-Camel,"M15610,Camel",15610,MEN,
1255,M15610-D.Brown,"M15610,D.Brown",15610,MEN,
1256,M15610-Nuss/D.Brown,"M15610,Nuss/D.Brown",15610,MEN,
1262,M16203-Tan,"M16203,Tan",16203,MEN,
1012,M17214-Black,"M17214,Black",17214,MEN,
1039,M18201-Tan,"M18201,Tan",18201,MEN,
654,M20201-Black,"M20201,Black",20201,MEN,
1272,M20201-D.Brown,"M20201,D.Brown",20201,MEN,
436,M20202-Black,"M20202,Black",20202,MEN,
893,M20202-Tan,"M20202,Tan",20202,MEN,
604,M20203-Black,"M20203,Black",20203,MEN,
430,M20203-D.Brown,"M20203,D.Brown",20203,MEN,
942,M28203-Tan,"M28203,Tan",28203,MEN,
1278,M28205-Coffee,"M28205,Coffee",28205,MEN,
1290,M31201-Camel,"M31201,Camel",31201,MEN,
1293,M31203-Camel,"M31203,Camel",31203,MEN,
457,M31251-Black,"M31251,Black",31251,MEN,
1298,M31252-Camel,"M31252,Camel",31252,MEN,
1301,M31603-D.Brown,"M31603,D.Brown",31603,MEN,
322,M35303-Black,"M35303,Black",35303,MEN,
324,M35303-Camel,"M35303,Camel",35303,MEN,
323,M35303-D.Brown,"M35303,D.Brown",35303,MEN,
502,M35303-Tan,"M35303,Tan",35303,MEN,
327,M35401-Black,"M35401,Black",35401,MEN,
1304,M35401-D.Brown,"M35401,D.Brown",35401,MEN,
298,M35401-Tan,"M35401,Tan",35401,MEN,
1046,M39201-D.Brown,"M39201,D.Brown",39201,MEN,
858,M41203-Black,"M41203,Black",41203,MEN,
465,M41401-Black,"M41401,Black",41401,MEN,
1315,M41401-L.Brown,"M41401,L.Brown",41401,MEN,
1316,M45201-Black,"M45201,Black",45201,MEN,
1317,M45201-D.Brown,"M45201,D.Brown",45201,MEN,
1318,M45201-Tan,"M45201,Tan",45201,MEN,
74,M45201ST-Black,"M45201ST,Black",45201ST,MEN,
75,M45201ST-D.Brown,"M45201ST,D.Brown",45201ST,MEN,
649,M45201ST-Tan,"M45201ST,Tan",45201ST,MEN,
830,M45206ST-Black,"M45206ST,Black",45206ST,MEN,
580,M45221-Black,"M45221,Black",45221,MEN,
600,M45402ST-Black,"M45402ST,Black",45402ST,MEN,
1325,M45409-Black,"M45409,Black",45409,MEN,
1326,M45409-D.Brown,"M45409,D.Brown",45409,MEN,
1327,M45409-Tan,"M45409,Tan",45409,MEN,
49,M45409ST-Black,"M45409ST,Black",45409ST,MEN,
771,M45409ST-D.Brown,"M45409ST,D.Brown",45409ST,MEN,
1330,M45504-Black,"M45504,Black",45504,MEN,
1331,M45504-Camel,"M45504,Camel",45504,MEN,
1332,M45504-D.Brown,"M45504,D.Brown",45504,MEN,
380,M45504ST-Black,"M45504ST,Black",45504ST,MEN,
1058,M45512ST-Black,"M45512ST,Black",45512ST,MEN,
680,M45529-Black,"M45529,Black",45529,MEN,
753,M45926ST-D.Brown/D.Brown,"M45926ST,D.Brown/D.Brown",45926ST,MEN,
969,M47403-Black,"M47403,Black",47403,MEN,
1352,M50304-D.Nuss,"M50304,D.Nuss",50304,MEN,
1353,M50304-Nuss,"M50304,Nuss",50304,MEN,
804,M54101-Black,"M54101,Black",54101,MEN,
356,M54101-D.Brown,"M54101,D.Brown",54101,MEN,
1354,M54101-Nuss,"M54101,Nuss",54101,MEN,
1355,M54107-Tan,"M54107,Tan",54107,MEN,
1356,M54202-Tan,"M54202,Tan",54202,MEN,
1358,M54207-D.Brown,"M54207,D.Brown",54207,MEN,
1359,M54207-Tan,"M54207,Tan",54207,MEN,
1360,M54214-Camel,"M54214,Camel",54214,MEN,
1361,M54216-Tan,"M54216,Tan",54216,MEN,
1363,M54218-Black,"M54218,Black",54218,MEN,
1366,M54219-Tan,"M54219,Tan",54219,MEN,
1367,M55118-Tan,"M55118,Tan",55118,MEN,
1370,M55201-Black,"M55201,Black",55201,MEN,
1371,M55206-Black,"M55206,Black",55206,MEN,
1372,M55206-Camel,"M55206,Camel",55206,MEN,
1373,M55206-D.Nuss,"M55206,D.Nuss",55206,MEN,
1374,M55206-Tan,"M55206,Tan",55206,MEN,
1377,M55218-D.Brown,"M55218,D.Brown",55218,MEN,
1378,M55219-Black/Brown,"M55219,Black/Brown",55219,MEN,
1379,M55601-Black,"M55601,Black",55601,MEN,
376,M56101-Black,"M56101,Black",56101,MEN,
1381,M56101-D.Brown,"M56101,D.Brown",56101,MEN,
990,M56101-Tan,"M56101,Tan",56101,MEN,
1384,M56102-Black,"M56102,Black",56102,MEN,
672,M56102-Camel,"M56102,Camel",56102,MEN,
938,M56102-D.Brown,"M56102,D.Brown",56102,MEN,
937,M56102-Tan,"M56102,Tan",56102,MEN,
375,M56102-Tan/Camel,"M56102,Tan/Camel",56102,MEN,
1017,M56107-Black/Black,"M56107,Black/Black",56107,MEN,
964,M56110-Tan,"M56110,Tan",56110,MEN,
1041,M56111-Tan,"M56111,Tan",56111,MEN,
401,M56112-Black,"M56112,Black",56112,MEN,
1386,M56112-D.Brown,"M56112,D.Brown",56112,MEN,
981,M56113-Black,"M56113,Black",56113,MEN,
739,M56201-Black,"M56201,Black",56201,MEN,
386,M56601-Black,"M56601,Black",56601,MEN,
544,M56601-Camel,"M56601,Camel",56601,MEN,
1055,M56601-D.Brown,"M56601,D.Brown",56601,MEN,
437,M56601-Tan,"M56601,Tan",56601,MEN,
738,M57201-Black,"M57201,Black",57201,MEN,
935,M57201-D.Brown,"M57201,D.Brown",57201,MEN,
977,M57602-Black,"M57602,Black",57602,MEN,
936,M57602-D.Brown,"M57602,D.Brown",57602,MEN,
976,M57603-Black,"M57603,Black",57603,MEN,
934,M57603-D.Brown,"M57603,D.Brown",57603,MEN,
1389,M58103-Black,"M58103,Black",58103,MEN,
215,M59101-Black,"M59101,Black",59101,MEN,
498,M59101-Camel,"M59101,Camel",59101,MEN,
217,M59101-Coffee,"M59101,Coffee",59101,MEN,
216,M59101-D.Brown,"M59101,D.Brown",59101,MEN,
497,M59101-Tan,"M59101,Tan",59101,MEN,
1393,M59105-Black,"M59105,Black",59105,MEN,
1013,M59113-Black,"M59113,Black",59113,MEN,
1397,M59119-Black,"M59119,Black",59119,MEN,
1398,M59119-Tan,"M59119,Tan",59119,MEN,
1042,M59122-Black,"M59122,Black",59122,MEN,
527,M59122-Camel,"M59122,Camel",59122,MEN,
1045,M59128-Black,"M59128,Black",59128,MEN,
1402,M59202-Black,"M59202,Black",59202,MEN,
127,M59202-Black/Black,"M59202,Black/Black",59202,MEN,
1403,M59202-Brown/D.Brown,"M59202,Brown/D.Brown",59202,MEN,
707,M59202-Camel/D.Brown,"M59202,Camel/D.Brown",59202,MEN,
290,M59202-Camel/Tan,"M59202,Camel/Tan",59202,MEN,
16,M59202-D.Brown,"M59202,D.Brown",59202,MEN,
1404,M59202-D.Brown/D.Brown,"M59202,D.Brown/D.Brown",59202,MEN,
1405,M59202-R.Brown/D.Brown,"M59202,R.Brown/D.Brown",59202,MEN,
1406,M59202-Tan,"M59202,Tan",59202,MEN,
1407,M59202-Tan/D.Tan,"M59202,Tan/D.Tan",59202,MEN,
54,M59202-Tan/Tan,"M59202,Tan/Tan",59202,MEN,
1409,M59205-Black,"M59205,Black",59205,MEN,
1412,M59206-Black,"M59206,Black",59206,MEN,
1413,M59206-Camel,"M59206,Camel",59206,MEN,
1414,M59206-D.Brown,"M59206,D.Brown",59206,MEN,
593,M59206-Tan,"M59206,Tan",59206,MEN,
85,M59209-Black,"M59209,Black",59209,MEN,
991,M59209-Camel,"M59209,Camel",59209,MEN,
1416,M59209-D.Brown,"M59209,D.Brown",59209,MEN,
1417,M59209-Nuss,"M59209,Nuss",59209,MEN,
1011,M59210-Black,"M59210,Black",59210,MEN,
1419,M59210-D.Brown,"M59210,D.Brown",59210,MEN,
661,M59210-Tan,"M59210,Tan",59210,MEN,
1421,M59211-Camel,"M59211,Camel",59211,MEN,
293,M59211-D.Brown,"M59211,D.Brown",59211,MEN,
302,M59212-Black,"M59212,Black",59212,MEN,
930,M59212-Camel,"M59212,Camel",59212,MEN,
800,M59212-D.Brown,"M59212,D.Brown",59212,MEN,
332,M59212-Tan,"M59212,Tan",59212,MEN,
1050,M59217-Brown,"M59217,Brown",59217,MEN,
1424,M59219-Black,"M59219,Black",59219,MEN,
1425,M59219-Tan,"M59219,Tan",59219,MEN,
634,M59301-Black,"M59301,Black",59301,MEN,
1429,M59301-Camel,"M59301,Camel",59301,MEN,
1430,M59301-Coffee,"M59301,Coffee",59301,MEN,
688,M59301-D.Brown,"M59301,D.Brown",59301,MEN,
530,M59302-Black,"M59302,Black",59302,MEN,
1433,M59302-Camel,"M59302,Camel",59302,MEN,
86,M59302-D.Brown,"M59302,D.Brown",59302,MEN,
802,M59302-Nuss,"M59302,Nuss",59302,MEN,
789,M59302-R.Brown,"M59302,R.Brown",59302,MEN,
690,M59401-Black,"M59401,Black",59401,MEN,
422,M59401-Nuss,"M59401,Nuss",59401,MEN,
301,M59402-Black,"M59402,Black",59402,MEN,
103,M59501-Black,"M59501,Black",59501,MEN,
1437,M59501-D.Brown,"M59501,D.Brown",59501,MEN,
1438,M59501-Nuss,"M59501,Nuss",59501,MEN,
325,M59501-Tan,"M59501,Tan",59501,MEN,
